0.000	0	0	3.8765053389511195e-09	7.937654089573698e-09	2.5603588937883615e-07	0.035	0.038	3.0911223888397217	3.091129779815674	0.0	0.0
0.000	0	5	0.0005077562527731061	0.0013514793245121837	0.018037693575024605	0.3475	0.333	2.8038439750671387	2.831245183944702	1.0	1.0
0.000	0	10	0.0008557797991670668	0.0016418176237493753	0.026214899495244026	0.5975	0.373	2.627756357192993	2.790790557861328	1.0	0.8679867986798679
0.000	0	20	0.0009948156075552106	0.0015093451365828514	0.03838545083999634	0.99125	0.415	2.1953048706054688	2.7529983520507812	1.0	0.8118811881188119
0.000	0	30	0.0009965491481125355	0.0018438893603160977	0.039990998804569244	1.0	0.413	2.167670965194702	2.7515058517456055	1.0	0.7227722772277227
0.000	0	40	0.0009891103254631162	0.0015314910560846329	0.040124110877513885	1.0	0.414	2.1664092540740967	2.7455873489379883	1.0	0.7425742574257426
0.000	0	50	0.0009893038077279925	0.0014979265397414565	0.0406741127371788	1.0	0.425	2.166294813156128	2.7418882846832275	1.0	0.759075907590759
0.125	0	0	3.925880065480669e-09	8.776575022295674e-09	2.787563744277577e-07	0.0325	0.021	3.091279983520508	3.0912487506866455	0.0	0.0
0.125	0	5	0.0005048800376243889	0.0012884325115010142	0.017002047970891	0.34	0.328	2.8044512271881104	2.837282180786133	1.0	1.0
0.125	0	10	0.0005626947386190295	0.001327639794908464	0.017656421288847923	0.51	0.34	2.7132554054260254	2.842489004135132	1.0	0.8382838283828383
0.125	0	20	0.0008046483271755278	0.0013689533807337284	0.03418746590614319	0.94125	0.396	2.275144100189209	2.7660739421844482	1.0	0.7953795379537953
0.125	0	30	0.00099637929815799	0.0016449352260679007	0.04032716527581215	0.9975	0.431	2.173068046569824	2.7348973751068115	1.0	0.8547854785478548
0.125	0	40	0.0009734053164720535	0.001854068017564714	0.04124857485294342	1.0	0.454	2.1671302318573	2.709242105484009	1.0	0.9174917491749175
0.125	0	50	0.0011010367888957262	0.0015111971879377961	0.04006066918373108	0.99375	0.425	2.1748580932617188	2.737640142440796	1.0	0.8481848184818482
0.250	0	0	1.719286935042419e-09	2.5981463647184455e-09	1.8624466235905857e-07	0.03	0.038	3.091168165206909	3.091146469116211	0.0	0.0
0.250	0	5	0.0005301753408275545	0.0012841797433793545	0.018647324293851852	0.30875	0.303	2.8070807456970215	2.8329081535339355	1.0	1.0
0.250	0	10	0.0007210719049908221	0.0013600696111097932	0.01548002939671278	0.3575	0.317	2.7941558361053467	2.864276170730591	1.0	0.9174917491749175
0.250	0	20	0.0010023798095062375	0.001943463459610939	0.025899259373545647	0.89125	0.344	2.395944833755493	2.8374032974243164	1.0	0.6600660066006601
0.250	0	30	0.0009121273178607225	0.0017823361558839679	0.03777388855814934	0.9475	0.434	2.237678289413452	2.731961488723755	1.0	0.8646864686468647
0.250	0	40	0.0009730869787745178	0.0015161101473495364	0.03778649494051933	1.0	0.429	2.1783313751220703	2.7312378883361816	1.0	0.801980198019802
0.250	0	50	0.0010402178158983588	0.0018720151856541634	0.040106914937496185	0.99875	0.461	2.1687707901000977	2.7116355895996094	1.0	0.8547854785478548
0.375	0	0	2.54345722261462e-09	5.202713815322113e-09	2.0135719580594014e-07	0.11875	0.123	3.0908162593841553	3.0907998085021973	0.3522267206477733	0.35973597359735976
0.375	0	5	0.00048805426922626793	0.0013955708127468824	0.011787048541009426	0.30875	0.303	2.8103396892547607	2.898068428039551	1.0	1.0
0.375	0	10	0.0005152644007466733	0.0014896700158715248	0.01885599084198475	0.3575	0.328	2.801938056945801	2.835756540298462	1.0	0.9834983498349835
0.375	0	20	0.0011109525803476572	0.0017467037541791797	0.022812670096755028	0.61	0.343	2.6131632328033447	2.8203749656677246	1.0	0.8316831683168316
0.375	0	30	0.0010037277825176716	0.0016206526197493076	0.026041310280561447	0.9175	0.343	2.3199965953826904	2.827441930770874	0.9959514170040485	0.594059405940594
0.375	0	40	0.0008420025114901364	0.0016756639815866947	0.03351318836212158	0.9925	0.444	2.203505039215088	2.729177951812744	1.0	0.8085808580858086
0.375	0	50	0.0009987546363845468	0.0017871807795017958	0.03638504073023796	0.9975	0.46	2.175229072570801	2.716951370239258	1.0	0.7854785478547854
0.500	0	0	3.377761403910995e-09	7.397533696718028e-09	2.8470515189837897e-07	0.025	0.031	3.0909764766693115	3.0909790992736816	0.0	0.0033003300330033004
0.500	0	5	0.00049933249829337	0.0012780932011082768	0.008615956641733646	0.30875	0.303	2.8388805389404297	2.9501430988311768	1.0	1.0
0.500	0	10	0.0005083120195195079	0.0011664023622870445	0.014675182290375233	0.3525	0.321	2.803224563598633	2.8660199642181396	1.0	0.9603960396039604
0.500	0	20	0.0005503473221324384	0.001273929956369102	0.016102708876132965	0.47	0.309	2.74668025970459	2.866387128829956	1.0	0.8448844884488449
0.500	0	30	0.0011043497361242771	0.0014633778482675552	0.02003016322851181	0.715	0.349	2.5526671409606934	2.838911294937134	1.0	0.7458745874587459
0.500	0	40	0.0009179548942483962	0.001837324001826346	0.02703898400068283	0.93	0.427	2.346144199371338	2.76078200340271	1.0	0.8283828382838284
0.500	0	50	0.0009699955116957426	0.001869478728622198	0.027226034551858902	0.98375	0.384	2.2547101974487305	2.799001455307007	0.9959514170040485	0.6171617161716172
0.625	0	0	2.760165873638698e-09	7.044036021142119e-09	2.706968018628686e-07	0.02625	0.027	3.091205358505249	3.091197967529297	0.0	0.0
0.625	0	5	0.00034661582321859896	0.000945559935644269	0.004867652431130409	0.30875	0.303	2.9318230152130127	2.9862265586853027	1.0	1.0
0.625	0	10	0.0005611520609818399	0.001117996172979474	0.008613360114395618	0.355	0.295	2.820284366607666	2.9559497833251953	1.0	0.8382838283828383
0.625	0	20	0.0005142905283719301	0.0014036459615454078	0.014150992967188358	0.39	0.308	2.80043888092041	2.877317428588867	1.0	0.8745874587458746
0.625	0	30	0.0008438110235147178	0.0014268235536292195	0.014837571419775486	0.465	0.306	2.7609500885009766	2.8864238262176514	1.0	0.8085808580858086
0.625	0	40	0.001084077637642622	0.001960858004167676	0.01709476113319397	0.53875	0.308	2.6757116317749023	2.8836469650268555	1.0	0.7491749174917491
0.625	0	50	0.001161091378889978	0.0019502665381878614	0.01712963357567787	0.62625	0.279	2.6136856079101562	2.8946568965911865	1.0	0.6633663366336634
0.000	1	0	1.48058987292643e-09	4.268339903745755e-09	2.2912361430371675e-07	0.04	0.027	3.0913236141204834	3.091311454772949	0.0	0.0
0.000	1	5	0.0005176189006306231	0.0013707588659599423	0.0171821191906929	0.3575	0.34	2.804356575012207	2.8357174396514893	1.0	1.0
0.000	1	10	0.001266387989744544	0.0020021824166178703	0.02614324912428856	0.67	0.391	2.5704309940338135	2.8010523319244385	1.0	0.8184818481848185
0.000	1	20	0.0010258198017254472	0.001790596405044198	0.03992964327335358	0.995	0.413	2.1765027046203613	2.757244825363159	1.0	0.768976897689769
0.000	1	30	0.0009965850040316582	0.0018805824220180511	0.04082385450601578	1.0	0.381	2.167668342590332	2.7768030166625977	1.0	0.6765676567656765
0.000	1	40	0.0009966375073418021	0.0020621547009795904	0.04167575016617775	1.0	0.402	2.1664206981658936	2.7626335620880127	1.0	0.7392739273927392
0.000	1	50	0.0009967103833332658	0.001707090181298554	0.04155326262116432	1.0	0.416	2.1663379669189453	2.754164457321167	1.0	0.7557755775577558
0.125	1	0	1.1079399619973174e-09	2.002713772597531e-09	1.641336382363079e-07	0.03375	0.034	3.091144323348999	3.0911519527435303	0.0	0.0
0.125	1	5	0.0005180144216865301	0.0012346949661150575	0.014789031818509102	0.355	0.33	2.8042383193969727	2.859137773513794	1.0	0.9801980198019802
0.125	1	10	0.0005507387104444206	0.0011756703024730086	0.01474437490105629	0.48625	0.313	2.7309021949768066	2.8699285984039307	1.0	0.7557755775577558
0.125	1	20	0.0009360748808830976	0.001839288859628141	0.03224320337176323	0.915	0.418	2.307384967803955	2.7527968883514404	1.0	0.8283828382838284
0.125	1	30	0.000989314983598888	0.0016894486034289002	0.03973610699176788	0.995	0.445	2.1741373538970947	2.721071720123291	1.0	0.8415841584158416
0.125	1	40	0.000977986608631909	0.0018763691186904907	0.041493650525808334	0.995	0.449	2.1758406162261963	2.7115375995635986	1.0	0.9537953795379538
0.125	1	50	0.0009961738251149654	0.0015514219412580132	0.03922190144658089	1.0	0.448	2.1669363975524902	2.718036651611328	1.0	0.7920792079207921
0.250	1	0	2.3880932786823905e-09	6.78691680633392e-09	3.3205907357114484e-07	0.02	0.02	3.0909337997436523	3.0909368991851807	0.004048582995951417	0.006600660066006601
0.250	1	5	0.0005116391694173217	0.001308940933085978	0.016041919589042664	0.30875	0.303	2.807832717895508	2.8491640090942383	1.0	1.0
0.250	1	10	0.000494517560582608	0.0012533931294456124	0.01400819979608059	0.36	0.315	2.7994189262390137	2.8736605644226074	1.0	0.9141914191419142
0.250	1	20	0.001076393760740757	0.002263820031657815	0.027341654524207115	0.84625	0.419	2.4408795833587646	2.7762019634246826	1.0	0.8118811881188119
0.250	1	30	0.0009502974571660161	0.0016032801941037178	0.03546213358640671	0.9925	0.419	2.1974143981933594	2.7493984699249268	1.0	0.7326732673267327
0.250	1	40	0.001040870789438486	0.0018585355719551444	0.039405666291713715	0.99875	0.415	2.1692733764648438	2.7421045303344727	1.0	0.6963696369636964
0.250	1	50	0.001039343886077404	0.001823872677050531	0.04042002558708191	1.0	0.432	2.1666932106018066	2.734807014465332	1.0	0.735973597359736
0.375	1	0	3.779716095664298e-09	6.140342012628253e-09	2.6765951588458847e-07	0.025	0.023	3.091219186782837	3.0912041664123535	0.0	0.0
0.375	1	5	0.0005237997393123806	0.00120461150072515	0.01425674743950367	0.30875	0.303	2.8069863319396973	2.858325719833374	1.0	1.0
0.375	1	10	0.0005019754753448069	0.0010576749918982387	0.009982450865209103	0.35375	0.257	2.805687665939331	2.931173324584961	1.0	0.735973597359736
0.375	1	20	0.0006518226582556963	0.0012749119196087122	0.015650974586606026	0.5675	0.296	2.660879611968994	2.8832802772521973	1.0	0.7095709570957096
0.375	1	30	0.0009691339801065624	0.0018703679088503122	0.030536072328686714	0.90875	0.423	2.327024459838867	2.753155469894409	1.0	0.8448844884488449
0.375	1	40	0.0009698671055957675	0.001768012996762991	0.03640986606478691	0.99625	0.45	2.194392442703247	2.727168083190918	1.0	0.8745874587458746
0.375	1	50	0.000996990711428225	0.0015400710981339216	0.03660281002521515	0.99875	0.469	2.1699635982513428	2.7123754024505615	1.0	0.8052805280528053
