0.000	0	0	6.2420841828725315e-09	1.1458532789276887e-08	2.3372909652152885e-07	0.02125	0.024	3.0911808013916016	3.091177225112915
0.000	0	5	0.0008174304966814816	0.0013131547020748258	0.025982119143009186	0.5225	0.471	2.6091370582580566	2.6769065856933594
0.000	0	10	0.0008839755319058895	0.0012503934558480978	0.023133348673582077	0.58	0.481	2.60267972946167	2.7094616889953613
0.000	0	20	0.0009573842980898917	0.0020667959470301867	0.03804405406117439	0.975	0.454	2.2191872596740723	2.7100586891174316
0.000	0	30	0.000853991077747196	0.0019450131803750992	0.04164302721619606	1.0	0.533	2.1670806407928467	2.632258892059326
0.000	0	40	0.0008843565592542291	0.0018662920920178294	0.042121678590774536	1.0	0.531	2.166456937789917	2.6323323249816895
0.000	0	50	0.0008846718119457364	0.0018665780080482364	0.04238923639059067	1.0	0.53	2.1663472652435303	2.6337010860443115
0.125	0	0	2.8502340487790434e-09	5.441656014681939e-09	2.9566464831987105e-07	0.02375	0.024	3.0912532806396484	3.091231107711792
0.125	0	5	0.0008468868327327073	0.001733879093080759	0.01657755672931671	0.5225	0.471	2.6963565349578857	2.7953670024871826
0.125	0	10	0.0008387641864828765	0.0012221888173371553	0.027177123352885246	0.52375	0.471	2.6069960594177246	2.6738696098327637
0.125	0	20	0.0011604659957811236	0.001884274184703827	0.030319780111312866	0.83	0.487	2.4476068019866943	2.6896426677703857
0.125	0	30	0.0010336743434891105	0.001872486318461597	0.040520355105400085	0.9975	0.509	2.1732912063598633	2.6560399532318115
0.125	0	40	0.0008896028157323599	0.0019134526373818517	0.04155133292078972	1.0	0.549	2.169083833694458	2.613454580307007
0.125	0	50	0.0008820051443763077	0.001822599908336997	0.04218577221035957	1.0	0.551	2.1663455963134766	2.6149864196777344
0.250	0	0	3.2905689284490336e-09	6.617987491353006e-09	2.492873250048433e-07	0.0325	0.035	3.090733528137207	3.090766191482544
0.250	0	5	0.0009119088645093143	0.0011502027045935392	0.02469676546752453	0.5225	0.471	2.6090078353881836	2.680009603500366
0.250	0	10	0.0008530402556061745	0.0012412152718752623	0.02134142443537712	0.52375	0.47	2.609236478805542	2.7236976623535156
0.250	0	20	0.0012465808540582657	0.0018677281914278865	0.03083636425435543	0.6875	0.514	2.510627031326294	2.6687538623809814
0.250	0	30	0.0009339732932858169	0.0018945657648146152	0.03497267886996269	0.93875	0.509	2.2652206420898438	2.6510956287384033
0.250	0	40	0.0010055640013888478	0.001946687581948936	0.041623812168836594	0.98	0.553	2.2032015323638916	2.612661600112915
0.250	0	50	0.000994713045656681	0.002023118082433939	0.039635807275772095	0.935	0.481	2.232217788696289	2.685551166534424
0.375	0	0	6.566137855656962e-09	1.800968263410141e-08	5.479325295709714e-07	0.025	0.025	3.091601610183716	3.0915043354034424
0.375	0	5	0.0007790395757183433	0.0011723265051841736	0.027705583721399307	0.5225	0.471	2.60905385017395	2.6684839725494385
0.375	0	10	0.0007632267661392689	0.0014232391258701682	0.025579676032066345	0.5225	0.471	2.607358455657959	2.6798832416534424
0.375	0	20	0.0007570378365926445	0.001664046198129654	0.02644994854927063	0.62125	0.474	2.5447940826416016	2.6871843338012695
0.375	0	30	0.0009331386536359787	0.0018469004426151514	0.028876809403300285	0.8425	0.52	2.3997907638549805	2.666078567504883
0.375	0	40	0.0008902472327463329	0.0016318337293341756	0.036218028515577316	0.96125	0.554	2.2641358375549316	2.6200220584869385
0.375	0	50	0.0009630643762648106	0.0017850983422249556	0.03870300203561783	0.995	0.56	2.187612295150757	2.606543779373169
0.500	0	0	8.814196483797332e-09	1.6037377648103757e-08	4.0353495478484547e-07	0.02875	0.026	3.0908446311950684	3.0908846855163574
0.500	0	5	0.001000728807412088	0.0013517816551029682	0.020964186638593674	0.5225	0.471	2.6247472763061523	2.7220823764801025
0.500	0	10	0.0008177023846656084	0.0014625698095187545	0.025233453139662743	0.5475	0.489	2.6073970794677734	2.683586597442627
0.500	0	20	0.000964667066000402	0.0015851710923016071	0.024094397202134132	0.5675	0.479	2.5916223526000977	2.701838493347168
0.500	0	30	0.0010794518748298287	0.0017890982562676072	0.02710098586976528	0.7075	0.498	2.493720293045044	2.679473876953125
0.500	0	40	0.001063576084561646	0.0015522827161476016	0.028878817334771156	0.7875	0.529	2.418916702270508	2.656878709793091
0.500	0	50	0.0010449395049363375	0.0018021083669736981	0.03184157982468605	0.93625	0.567	2.2882654666900635	2.6270430088043213
0.625	0	0	5.985096418470448e-09	1.1518523912457113e-08	3.8651035083603347e-07	0.02	0.032	3.0911078453063965	3.09108304977417
0.625	0	5	0.0008479797979816794	0.001801004633307457	0.018336955457925797	0.5225	0.471	2.6677095890045166	2.7605926990509033
0.625	0	10	0.0007642678101547062	0.0013527905102819204	0.022489964962005615	0.55125	0.497	2.608908176422119	2.7040274143218994
0.625	0	20	0.0008327105897478759	0.0013713141670450568	0.022668376564979553	0.55875	0.479	2.607118606567383	2.7091386318206787
0.625	0	30	0.0008992280927486718	0.0009973790729418397	0.02362334355711937	0.5975	0.489	2.5881030559539795	2.6889238357543945
0.625	0	40	0.0012880644062533975	0.0020022715907543898	0.027412645518779755	0.6575	0.492	2.5446839332580566	2.681652307510376
0.625	0	50	0.0012966797221451998	0.0017274790443480015	0.02813086472451687	0.66625	0.486	2.5092873573303223	2.6752536296844482
0.000	1	0	1.7206173152928272e-09	3.6366347710981017e-09	2.0697348190878984e-07	0.03875	0.04	3.0907676219940186	3.09078311920166
0.000	1	5	0.000812534533906728	0.0014880175003781915	0.027839262038469315	0.5225	0.471	2.60892391204834	2.6720142364501953
0.000	1	10	0.0008402378880418837	0.0011744694784283638	0.023846294730901718	0.59875	0.481	2.5952024459838867	2.695941209793091
0.000	1	20	0.001147348782978952	0.0019728923216462135	0.04077041149139404	0.9775	0.552	2.232914924621582	2.6173315048217773
0.000	1	30	0.0008801118819974363	0.0018217748729512095	0.041602082550525665	1.0	0.53	2.167818069458008	2.637448310852051
0.000	1	40	0.000881770218256861	0.0017320553306490183	0.04176490381360054	1.0	0.543	2.1664395332336426	2.6277530193328857
0.000	1	50	0.0008819301147013903	0.001809044391848147	0.0423055961728096	1.0	0.545	2.1663217544555664	2.6267857551574707
0.125	1	0	5.4537960814116104e-09	1.101780622292381e-08	4.0680234292267414e-07	0.01	0.011	3.091367244720459	3.09135103225708
0.125	1	5	0.0008974824449978769	0.0009925977792590857	0.023446420207619667	0.5225	0.471	2.611448287963867	2.686683177947998
0.125	1	10	0.0008109691552817822	0.0012803832069039345	0.02530754543840885	0.54625	0.485	2.605837345123291	2.6787514686584473
0.125	1	20	0.0011746857780963182	0.0019537194166332483	0.03333614394068718	0.785	0.525	2.434196710586548	2.645949602127075
0.125	1	30	0.000986008788459003	0.001912926440127194	0.038505919277668	0.99375	0.492	2.199807643890381	2.6725080013275146
0.125	1	40	0.0008892584592103958	0.0017529231263324618	0.04184615984559059	1.0	0.518	2.1676433086395264	2.647460460662842
0.125	1	50	0.0006748618907295167	0.001429452677257359	0.040388382971286774	0.97875	0.538	2.19401478767395	2.6260271072387695
0.250	1	0	1.9591601674306958e-09	4.536941045074627e-09	1.9793247929555946e-07	0.0125	0.008	3.09100341796875	3.091003894805908
0.250	1	5	0.0008306722738780081	0.0014578509144484997	0.02664836496114731	0.5225	0.471	2.6092443466186523	2.674405097961426
0.250	1	10	0.0009042536839842796	0.0011810887372121215	0.02447804994881153	0.5225	0.471	2.6069164276123047	2.6866025924682617
0.250	1	20	0.0008682920015417039	0.0011958357645198703	0.025445740669965744	0.7175	0.469	2.5035533905029297	2.6987669467926025
0.250	1	30	0.0008713967399671674	0.0016470843693241477	0.035110145807266235	0.97625	0.539	2.2396059036254883	2.622352123260498
0.250	1	40	0.0010178550146520138	0.0018220124766230583	0.04011742025613785	0.9925	0.546	2.1858017444610596	2.6214213371276855
0.250	1	50	0.000963399710599333	0.001863345387391746	0.04112093895673752	1.0	0.557	2.168389320373535	2.6085245609283447
0.375	1	0	4.55268978072354e-09	7.770963428299638e-09	3.3763805618036713e-07	0.03	0.037	3.0909905433654785	3.0909957885742188
0.375	1	5	0.0009313941700384021	0.0012086547212675214	0.025756286457180977	0.5225	0.471	2.6103668212890625	2.67930269241333
0.375	1	10	0.0009133716812357306	0.0013609400484710932	0.023619918152689934	0.54625	0.488	2.6077001094818115	2.703871488571167
0.375	1	20	0.001049967366270721	0.0014610333601012826	0.026837047189474106	0.6275	0.488	2.559504508972168	2.6845335960388184
0.375	1	30	0.0012836219975724816	0.001838971278630197	0.030212510377168655	0.71375	0.513	2.4525184631347656	2.658632755279541
0.375	1	40	0.0011268409434705973	0.0023626149632036686	0.03359996899962425	0.92375	0.509	2.3085970878601074	2.6529934406280518
0.375	1	50	0.0009141216287389398	0.001954911043867469	0.03689824789762497	0.97625	0.545	2.212348461151123	2.6247756481170654
0.500	1	0	3.112161861551499e-09	6.955787057449925e-09	2.510734304905782e-07	0.02125	0.021	3.0913093090057373	3.0913078784942627
0.500	1	5	0.0009082116303034127	0.0014307488454505801	0.022019054740667343	0.5225	0.471	2.6190645694732666	2.7067763805389404
0.500	1	10	0.000905967375729233	0.0013357994612306356	0.022845208644866943	0.5475	0.497	2.6078131198883057	2.706156015396118
0.500	1	20	0.0009209110867232084	0.001264413702301681	0.025985486805438995	0.595	0.494	2.5865557193756104	2.678152561187744
0.500	1	30	0.0012685215333476663	0.0021051426883786917	0.027480201795697212	0.6525	0.495	2.5227854251861572	2.689110040664673
